id_cliente,nome,cognome,codice_fiscale,data_nascita,regione_residenza,comune_residenza,data_inizio_rapporto
2516,Ansaldo,Ricolfi,PSCGTN26D65B813U,1984-09-23,Friuli-Venezia Giulia,Udine,2015-06-01
2517,Bianca,Zaccagnini,,1946-01-20,Marche,Pesaro,2021-01-28
2518,Ezio,Morpurgo,VNRJCP55E42L517I,1978-11-14,Liguria,Savona,2026-05-20
2519,Umberto,Montesano,TRMVRL24T58B830E,1985-03-18,Friuli-Venezia Giulia,Pordenone,2026-02-22
2520,Matilda,Michelangeli,SMRDRT51C41H945A,1959-05-09,Emilia-Romagna,Modena,2022-02-06
2521,Torquato,Innocenti,SNNDNI84R65B794G,1960-04-18,Toscana,Livorno,2018-08-03
2522,Milo,Marini,MCCLCI10R13B799J,1976-05-03,Valle d'Aosta,Courmayeur,2016-11-16
2523,Angelina,Cundari,FLCJLD01B18B943W,1959-02-23,Liguria,Savona,2018-05-21
2524,Mauro,Pisacane,MNTMRA22P14C002P,1964-08-04,Basilicata,Matera,2015-12-11
2525,Bianca,Gremese,NDRBTC21C08L965Z,1965-11-13,Abruzzo,L'Aquila,2024-10-10
2526,Guglielmo,Broschi,DLBGSN01R63H013K,2000-11-03,Lazio,Latina,2021-08-27
2527,Piermaria,PERTINI,RFFNGN17L13A005W,2004-07-03,Liguria,La Spezia,2020-10-24
2528,Giuseppe,Moschino,NSTLSU24C03F139P,1963-05-16,Friuli-Venezia Giulia,Trieste,2017-05-26
2529,Romina,Lucarelli,NTNVNN29R03A501Z,1959-02-02,Piemonte,Novara,2016-06-10
2530,Loredana,Branciforte,GZZLNI97D18G629T,1951-11-05,Valle d'Aosta,Aosta,2023-05-07
2531,Federigo,Chindamo,MNCMRS11B19C361I,1993-04-18,Valle d'Aosta,Courmayeur,2018-06-12
2532,Orazio,Ajello,PCCLNA67C15F241S,1945-10-04,Sardegna,Sassari,2017-05-01
2533,Flora,Baresi,PCCHGU51B62I052S,1979-12-10,Umbria,Perugia,2021-12-08
2534,Piero,Bersani,RCCDMC50E47H620C,1979-11-01,Abruzzo,Pescara,2018-12-26
2535,Vincentio,Nitto,NGLPNI41D15B850A,1966-12-10,Emilia-Romagna,Rimini,2022-01-13
2536,Galasso,Lamborghini,BLZRNZ54S45L238Y,1980-10-28,Lazio,Viterbo,2021-12-21
2537,Gianfranco,Capuana,FCNLCU14A21M131P,2004-01-29,Lombardia,Brescia,2019-01-16
2538,Morena,Guidone,CBTRFL38C71C136E,1951-09-27,Puglia,Lecce,2019-05-03
2539,Lauretta,Calbo,NVNGDU36B64C102Z,1992-09-20,Veneto,Vicenza,2019-11-13
2540,Romeo,Emo,SGNSVD66H56M319M,1953-01-29,Sicilia,Palermo,2025-07-25
2541,Pierpaolo,Bajardi,FLLGRG77E46G680A,1996-08-14,Emilia-Romagna,Parma,2017-03-01
2542,Antonino,Letta,BNNSLT41H44F510E,1950-02-12,Molise,Campobasso,2019-12-02
2543,AMALIA,Rossi,BRGMLS79R19C003C,1945-03-11,Abruzzo,Pescara,2016-05-26
2544,Fedele,Manolesso,BSDDNL36P08E806C,1993-10-20,Umbria,Perugia,2023-11-19
2545,Livio,Interiano,BSOSTN21D49D735S,1969-03-28,Piemonte,Novara,2020-06-24
2546,Pomponio,Monti,TSSLNI73E15G129Z,1994-08-17,Piemonte,Alessandria,2018-08-18
2547,Maria,Amaldi,LBNGLN98P12I014B,1950-05-09,Lazio,Roma,2025-02-12
2548,Gianluca,Pareto,PRDPTZ72A09H403P,1966-11-24,Toscana,Siena,2020-02-04
2549,Ruggero,Dossi,TZZMRL93T09A643W,1999-09-04,Calabria,Cosenza,2023-08-23
2550,Fiamma,Ammaniti,MRLFDC64H21L545C,1952-06-22,Puglia,Foggia,2026-05-05
2551,Luca,Sommaruga,DRSCRL50T49C503B,1960-11-19,Umbria,Terni,2023-12-02
2552,Ludovico,Anichini,GLPMTD68B09H225Z,1945-01-27,Sardegna,Cagliari,2016-09-01
2553,Pompeo,Benigni,STGPRR94B50C360D,1999-08-14,Trentino-Alto Adige,Trento,2018-06-02
2554,Rolando,Tirabassi,LNTGCM58A53H821M,1961-10-06,Sardegna,Sassari,2025-05-05
2555,Nicola,Bragaglia,NCLPRG32L68F032D,1981-06-06,Toscana,Firenze,2025-10-25
2556,DONATELLO,Pedrazzini,PVNPLA08H22D193L,1997-03-20,Molise,Isernia,2018-09-30
2557,Tonia,Broschi,TRPMCA07C55F120M,1967-03-12,Valle d'Aosta,Courmayeur,2016-09-06
2558,Ida,Depero,MLDNDA39H02H492U,1990-02-21,Emilia-Romagna,Rimini,2017-06-25
2559,Rodolfo,Zanazzo,PRTJCP30H54I114P,1993-07-16,Umbria,Perugia,2021-09-14
2560,Tonia,Renzi,MRSNGC29T08E794H,1980-01-23,Piemonte,Novara,2023-06-15
2561,Goffredo,Raurica,FRNLLR50M21E748D,1999-11-16,Liguria,Genova,2022-12-09
2562,Gabriella,Franceschi,PRNMRT89B18M092Y,1990-07-04,Trentino-Alto Adige,Merano,2018-08-24
2563,Durante,Fagotto,PGLLCU60R21D006P,1984-11-12,Emilia-Romagna,Bologna,2021-09-06
2564,Maura,Bova,TRRMRA65S17E639W,1957-10-21,Emilia-Romagna,Rimini,2024-03-29
2565,Marcello,Gaito,BLLSVD60D59E462O,2000-07-05,Campania,Caserta,2023-11-21
2566,Gastone,Marinetti,TSTTNO79P25F191B,2005-12-24,Marche,Pesaro,2026-03-03
2567,Pasqual,Armani,MMNLSS85S50G136B,1969-09-29,Marche,Pesaro,2016-09-08
2568,Edoardo,Cignaroli,SNTNNZ33S28G023A,1955-02-05,Toscana,Livorno,2024-03-20
2569,Piersanti,Bosio,RBBMDA52L47B980V,1963-07-04,Sicilia,Messina,2023-12-10
2570,Rosa,Binaghi,PGNDNI73S29L480O,1997-06-02,Sardegna,Sassari,2015-08-18
2571,Alberto,Sgarbi,NDEMNC78B22G088C,1991-03-08,Trentino-Alto Adige,Merano,2023-11-06
2572,Patrizia,Valguarnera,STRCRN71C14H546E,1959-09-19,Basilicata,Potenza,2023-12-09
2573,Luigi,Fischetti,SCRBTC58T30L965Z,1950-06-29,Friuli-Venezia Giulia,Pordenone,2015-05-29
2574,Adriano,Udinese,MRZGSP21L59D127T,1964-11-13,Veneto,Verona,2015-01-05
2575,Ermenegildo,Baggio,NGRTNI85D29A898A,1974-08-06,Calabria,Reggio Calabria,2025-10-27
2576,Gianna,Gioberti,MRZLDA14E52I350Q,1968-07-01,Lazio,Frosinone,2017-05-18
2577,Annunziata,Proietti,VGDNNI76C43G609P,1978-03-31,Piemonte,Cuneo,2015-04-15
2578,Massimiliano,VASARI,FGNDMA47E60F706Z,1954-02-19,Molise,Isernia,2022-12-25
2579,Ettore,Lancisi,ZMRMRN95E22I467C,1953-09-17,Liguria,La Spezia,2020-11-08
2580,Gioele,Berrè,BRRMRS92P04E456B,1983-10-04,Umbria,Terni,2025-01-24
2581,Sabatino,Tebaldi,PNESRN48S09H118L,2003-08-23,Molise,Campobasso,2017-08-27
2582,Gianfrancesco,Carnera,TRNRND13L61L174B,1955-02-20,Puglia,Bari,2019-07-30
2583,Giosuè,Civaschi,MNDDLS25M25A467I,1972-03-09,Veneto,Vicenza,2020-08-26
2584,Damiano,Silvestri,CRSLCU80E02E814G,1982-11-09,Toscana,Livorno,2023-12-28
2585,Tiziana,Bellucci,BJMMRN80P02F565U,1956-04-23,Piemonte,Novara,2017-08-15
2586,Eugenia,Bodoni,CMUPSL19P46G439L,1973-04-19,Basilicata,Potenza,2024-07-17
2587,Pierluigi,Vidoni,MLTGLT67H25M274D,1974-10-07,Lombardia,Milano,2020-04-16
2588,Amadeo,Antonioni,CMRGUO64S59D670O,1968-03-15,Emilia-Romagna,Bologna,2026-03-11
2589,Annunziata,Falier,LNTCML09L58A024I,1978-05-29,Friuli-Venezia Giulia,Udine,2019-12-31
2590,Piersanti,Carducci,CPNFST60L53B427G,1992-12-10,Puglia,Lecce,2020-01-20
2591,Alberto,Volterra,TRCCHR02D20B276J,1976-03-12,Lombardia,Brescia,2019-11-23
2592,Rolando,Bettin,PLCLVR86E09C869E,1967-05-09,Marche,Ancona,2023-11-05
2593,Gian,Modugno,FLRGSI42P62I850M,1966-04-01,Basilicata,Matera,2018-03-18
2594,Teresa,Spadafora,BVOLNR01T24D171N,2002-08-24,Campania,Caserta,2020-07-11
2595,Paloma,Cocci,CTLNCI27L60A192N,1960-05-04,Friuli-Venezia Giulia,Udine,2019-01-22
2596,Bettina,Bulzoni,GRBMRN46D01B936X,1973-01-18,Friuli-Venezia Giulia,Pordenone,2017-04-10
2597,Amanda,Innocenti,PRLTNF31R53G944G,1985-04-01,Liguria,Genova,2016-06-29
2598,Maria,Salandra,CHRGLN31L11B432W,1972-09-05,Lazio,Viterbo,2017-01-29
2599,Rosina,Mascagni,NVILRA28T25E565B,2002-04-18,Veneto,Vicenza,2019-10-26
2600,Giovanni,Tasso,TZZMRH47E22A171Y,1955-01-23,Umbria,Terni,2025-05-06
2601,Gioachino,Piccinni,TNNNRC15H68H712R,1962-11-23,Sardegna,Sassari,2020-10-30
2602,Antonia,Salvo,GRSGLN47E71H662C,1990-10-21,Friuli-Venezia Giulia,Udine,2015-09-06
2603,Pasqual,Polani,FBNCTN29L02E093D,1963-01-14,Valle d'Aosta,Aosta,2020-05-17
2604,Patrizio,Scarfoglio,LRDBNT16H59D347S,1991-01-09,Trentino-Alto Adige,Trento,2025-08-22
2605,Antonella,Spadafora,CHNNNS32C20F636I,1960-08-14,Umbria,Terni,2025-10-06
2606,Osvaldo,Fallaci,PLNPLN79C01E126O,1973-05-07,Umbria,Perugia,2016-05-27
2607,Piermaria,Pezzali,SNSPRN74L06C007D,1974-05-18,Emilia-Romagna,Modena,2020-01-29
2608,Victoria,Murri,CSTGFR27H65F943C,1976-12-17,Valle d'Aosta,Aosta,2024-07-12
2609,Lolita,Sismondi,VVLBRT59T56E868L,1987-12-29,Liguria,Genova,2024-12-05
2610,Cristina,Faranda,RTCLBC38B48C713G,1972-11-05,Liguria,Genova,2020-01-13
2611,Venancio,Dossetti,TRVFRN77D04D543E,2001-06-10,Marche,Pesaro,2024-08-23
2612,Galasso,Tropea,BRNDRA16L01A295H,1947-08-09,Marche,Macerata,2015-10-30
2613,Adelmo,Boiardo,MLPRMD83S63F022A,1992-08-31,Toscana,Firenze,2020-03-31
2614,Pasqual,Comencini,MRNSNO84D28A338F,1993-06-22,Valle d'Aosta,Aosta,2024-03-09
2615,Susanna,Lovato,GTTGLT15A07F556I,1969-11-05,Lazio,Frosinone,2026-07-17
2616,Paola,Tamborini,CRCRGR16A59G566T,2000-03-07,Calabria,Cosenza,2025-04-08
2617,Adriana,Rizzoli,PSSLZR20T66H174R,1974-06-25,Calabria,Catanzaro,2022-10-26
2618,Ilaria,Chittolini,MTAMRL79T61B620E,1961-01-27,Valle d'Aosta,Aosta,2018-03-21
2619,Arsenio,Travaglio,GNNRMI29A19M086I,1957-05-08,Umbria,Perugia,2021-09-17
2620,Sebastiano,Regge,CMCGLI71R53B350O,1986-06-17,Basilicata,Potenza,2015-04-28
2621,Antonia,Verdone,PDVLLT68C29A048V,1974-06-29,Sicilia,Messina,2017-03-21
2622,Calcedonio,Sgalambro,GZZDMA57R54E400K,1991-12-06,Toscana,Pisa,2023-10-10
2623,Ciro,Trobbiani,MNTSNT19S70H872N,1963-11-01,Trentino-Alto Adige,Trento,2026-04-11
2624,Eva,Maccanelli,MSTFLR39M09B281P,1967-01-19,Campania,Caserta,2026-01-10
2625,Jolanda,Dalla,GTTBNT84D56H085L,1947-01-13,Friuli-Venezia Giulia,Trieste,2018-09-29
2626,Dolores,Mennea,CGNLBC06M56F351C,1995-04-08,Liguria,Genova,2024-07-15
2627,Gabriele,Donarelli,TMBJLD07D14A889L,2001-05-05,Puglia,Bari,2022-01-08
2628,Maria,Errani,CMNTNO42R24L003J,2005-01-05,Molise,Campobasso,2022-02-21
2629,Berenice,Bondumier,TZZMRA24D15A403Y,1996-08-24,Molise,Campobasso,2020-05-29
2630,Franco,Manacorda,MGRGRL35M10F915Z,1996-06-14,Basilicata,Potenza,2025-08-21
2631,Concetta,Abatantuono,TCCPCC03M64M383K,1948-10-16,Lombardia,Monza,2016-04-28
2632,Vittorio,Praga,GTTGRC08A23L014B,1948-10-31,Valle d'Aosta,Aosta,2021-05-10
2633,Ruggiero,Ponti,BRSBNT60S42L931K,1980-12-05,Molise,Campobasso,2016-07-24
2634,Gloria,Volterra,BRSSVR88D62B777F,1979-01-05,Umbria,Perugia,2024-01-07
2635,Stefani,Varano,BSSGRN45L47C723U,1998-10-17,Friuli-Venezia Giulia,Pordenone,2023-12-29
2636,Amleto,Borghese,TMOCHL44H58H975N,2001-03-21,Lazio,Roma,2022-06-28
2637,Bernardo,Caetani,SLVGLI34T66G629L,1953-02-08,Basilicata,Matera,2023-03-24
2638,Ottone,Ostinelli,CRSLVI06S16I849U,1979-08-14,Valle d'Aosta,Courmayeur,2023-06-04
2639,Salvatore,Acerbi,LCRDRN75D29I925E,1954-02-01,Friuli-Venezia Giulia,Trieste,2023-07-09
2640,Nina,Anastasi,MCCLRZ15P49A189B,1990-08-01,Piemonte,Novara,2020-05-19
2641,Maria,Grasso,MNLRAI69A22C231Z,1982-11-05,Lombardia,Pavia,2023-06-26
2642,Bianca,Pasolini,CRCNNL30P52L887Q,1978-11-20,Trentino-Alto Adige,Trento,2020-09-19
2643,Pina,Vercelloni,LGRLSN84M58F813V,2000-12-07,Valle d'Aosta,Aosta,2025-05-11
2644,Alberico,Corbo,MGLRMG77T51A947Y,1971-11-18,Friuli-Venezia Giulia,Pordenone,2024-03-09
2645,Zaira,Pascarella,,2005-01-16,Lombardia,Bergamo,2015-01-11
2646,Licia,Procacci,FLPNNT24R15D226F,1963-09-17,Lombardia,Monza,2024-06-20
2647,Giuseppe,Argan,RNZMLN05P24G486B,2005-09-08,Veneto,Vicenza,2021-01-25
2648,Anita,Soranzo,DBSNGN86T04G429R,1946-12-10,Marche,Ancona,2024-03-27
2649,Imelda,Cabibbo,GRBBRR11D62L224A,1996-02-09,Veneto,Verona,2018-11-23
2650,Ennio,Pellico,CLLCPN42P49F951E,1969-03-10,Sicilia,Siracusa,2022-03-05
2651,Martino,Zamengo,MZRDNI51D06H052G,1993-03-27,Veneto,Vicenza,2025-03-05
2652,Dante,Caracciolo,BLBLRN58S62B694R,2002-07-31,Calabria,Reggio Calabria,2024-07-12
2653,Enrico,Antonetti,GLLRGR86A56F140F,1969-04-24,Puglia,Foggia,2015-10-15
2654,Guarino,Ortese,MLTSNT92T71I504S,1990-07-05,Campania,Napoli,2026-01-25
2655,Arturo,Turrini,FRRRAI56B10E200R,1964-12-16,Liguria,Savona,2020-04-01
2656,Lucrezia,Borghese,GROGRN53M66E165S,1953-06-17,Piemonte,Alessandria,2020-03-20
2657,Pier,Cherubini,RRGGNT41T65G188F,1962-04-26,Valle d'Aosta,Courmayeur,2026-07-01
2658,Nicola,Acerbi,GNNLBC17T53A751M,1980-07-08,Trentino-Alto Adige,Trento,2017-12-27
2659,Loretta,Udinesi,NTLDMC47M67F972F,2003-10-13,Sicilia,Palermo,2018-10-27
2660,Ricciotti,Albertini,PDRNDA51A11M028G,1985-05-23,Piemonte,Alessandria,2025-05-11
2661,Paoletta,Berlusconi,GNSNSD50L48E677V,1998-01-27,Piemonte,Cuneo,2021-02-07
2662,Renata,Alighieri,BTTDMC93P69G856Z,1994-06-02,Sardegna,Cagliari,2016-09-08
2663,Calogero,Respighi,LFNDNT01D59A443W,1957-12-09,Valle d'Aosta,Aosta,2021-03-19
2664,Carla,Casale,BGTFMM81A05D928E,1958-07-20,Molise,Isernia,2023-09-29
2665,Durante,Ariasso,MRLRMG88D65M203B,1978-06-25,Trentino-Alto Adige,Trento,2016-10-02
2666,Romeo,Pagliaro,TTNGNN14R61I877F,1968-10-11,Trentino-Alto Adige,Trento,2019-10-19
2667,Flavio,Perini,BNDRSN91P14A436U,1962-04-07,Lazio,Roma,2021-11-07
2668,Donato,Scarfoglio,TCCLRN84H49I732V,1946-01-29,Trentino-Alto Adige,Bolzano,2018-05-08
2669,Guarino,Ciani,MCCGVN95P20D009H,1948-02-26,Valle d'Aosta,Aosta,2015-09-18
2670,Griselda,Lucchesi,GTTBRT11B58A171E,1957-02-28,Calabria,Catanzaro,2016-07-28
2671,Elisa,Zamorani,VSPRBT49H21D783J,1975-05-31,Marche,Ancona,2025-06-05
2672,VIRGILIO,Franceschi,LNGMRC50L46L335U,1974-12-04,Toscana,Pisa,2015-04-11
2673,Fabio,Pagliaro,CSTMLS78M02D403I,2003-09-15,Valle d'Aosta,Aosta,2025-02-15
2674,Imelda,Pistoletto,MMNGNT52B66E515G,1990-09-11,Puglia,Bari,2025-08-07
2675,Rosalia,Cilea,VNDPRN03M41D186O,1967-10-12,Trentino-Alto Adige,Trento,2022-02-03
2676,Ricciotti,Cossiga,PSNLDN16D52I613W,1989-07-01,Emilia-Romagna,Bologna,2017-06-27
2677,Azeglio,Ostinelli,BBTBNT47D62A048J,1985-10-20,Valle d'Aosta,Aosta,2020-10-04
2678,Baldassare,Rossi,BLZLDC63B11E549L,1972-01-20,Lombardia,Bergamo,2021-07-29
2679,ARNULFO,Nadi,BXINCI16C49D253U,2003-02-17,Liguria,Genova,2023-11-29
2680,Benvenuto,Forza,MGHGLR56R09A570H,1957-09-25,Marche,Ancona,2015-05-20
2681,Jolanda,Panicucci,SSLGML12S66D462X,1961-03-05,Puglia,Foggia,2023-06-06
2682,Griselda,Schicchi,MCCVRN58B19M096R,1973-05-02,Lazio,Viterbo,2017-02-12
2683,Lolita,Bottaro,RZZLND91L59C290D,1994-12-28,Lazio,Viterbo,2015-07-17
2684,Pomponio,Montalcini,CSTGNT24H63G506Z,1977-03-20,Friuli-Venezia Giulia,Pordenone,2022-11-13
2685,Simone,Iannotti,PTRDRN47S55A492T,1973-09-05,Marche,Ancona,2017-01-14
2686,Martina,Fantoni,SBRMRN93B18C820S,1970-08-14,Sardegna,Oristano,2024-04-11
2687,Gioele,Albertini,ZRLLNE20A20D878G,2005-07-05,Calabria,Cosenza,2024-06-13
2688,Raffaele,Stefanelli,GGLLSE18T23G474K,1992-02-24,Calabria,Cosenza,2021-01-14
2689,Ilaria,Soffici,CHRGNE72L10C757M,1995-08-26,Veneto,Verona,2017-06-16
2690,Annibale,Fantozzi,MLNFLP97C27E242N,1984-03-22,Marche,Ancona,2021-09-29
2691,Ninetta,Sbarbaro,FNCGLN21M56L924L,1980-04-06,Campania,Napoli,2017-11-13
2692,Gilberto,Cuomo,GHURMI83C02B470B,1990-09-29,Veneto,Vicenza,2024-10-20
2693,Gino,Fagiani,CCCFRN88A03E549L,1996-07-03,Lombardia,Bergamo,2024-03-14
2694,Dina,Farnese,DLBNDA35E05C269C,1950-12-01,Basilicata,Potenza,2018-09-25
2695,LAZZARO,Taliani,TRLCRT77A26H235E,1977-03-26,Molise,Campobasso,2022-05-17
2696,Saverio,Montanari,BRNMRL34T51B371J,1994-03-19,Valle d'Aosta,Aosta,2026-08-22
2697,Viridiana,PELLEGRINI,RBBDIA55R23G523Q,1966-06-20,Sardegna,Sassari,2017-06-30
2698,Donna,Bonanno,,1953-01-27,Campania,Caserta,2017-09-20
2699,Roberta,Persico,GZZGML86C46I330K,1979-06-30,Marche,Ancona,2018-06-01
2700,Maria,Righi,CREMLS57M15C323F,2000-06-04,Sicilia,Siracusa,2016-01-02
2701,Gastone,Borromini,TGNMCA50L70D210O,1994-02-17,Friuli-Venezia Giulia,Trieste,2024-07-15
2702,Lina,Sobrero,RBRDLS26P12A526O,1964-08-29,Piemonte,Alessandria,2020-08-02
2703,Gilberto,Pareto,MNTRSR40C20F426J,1952-05-26,Veneto,Treviso,2017-02-26
2704,Natalia,Marinetti,LPURRA93A21F098R,1978-02-20,Marche,Macerata,2020-10-23
2705,Morena,Malpighi,CHRMLS34A22G934I,1946-08-19,Puglia,Lecce,2019-03-30
2706,Stella,Rizzo,VDOTNN21L55E518L,1974-01-23,Valle d'Aosta,Aosta,2020-05-13
2707,Edoardo,Pagnotto,RCCDNI01A08H592Y,1999-06-24,Liguria,Savona,2020-08-13
2708,Pellegrino,Federici,PNNGSP52T43D020M,1958-04-21,Liguria,La Spezia,2016-03-15
2709,Antonina,Sagnelli,MNGSBT82R47B098H,1957-06-30,Lazio,Roma,2017-01-20
2710,Valerio,Gaiatto,VNDGSV76B49G419Y,1998-07-06,Trentino-Alto Adige,Bolzano,2021-06-25
2711,Isa,Tognazzi,BRCLCN40A68D013U,1976-02-07,Lombardia,Pavia,2026-03-26
2712,Cassandra,Foletti,PRTMRL37D05B419B,1965-05-27,Calabria,Catanzaro,2023-01-15
2713,LUCREZIA,Garibaldi,PRRCRI16B46H730V,1975-11-26,Sardegna,Cagliari,2025-03-11
2714,Allegra,Ubaldi,CMPMLD78E18M090M,1994-06-29,Valle d'Aosta,Aosta,2022-06-12
2715,Martino,GENTILINI,NTLDLM89B46H373H,2001-08-29,Valle d'Aosta,Aosta,2022-05-05
2716,Roberto,Romagnoli,CBNLVR75P23L888Z,1947-11-05,Calabria,Reggio Calabria,2016-05-13
2717,Leopoldo,Tanzini,DSSRNT43L63E972D,1949-10-29,Emilia-Romagna,Bologna,2016-11-29
2718,Ludovica,Terragni,BCCBLD99P57B520J,1960-10-08,Valle d'Aosta,Aosta,2019-07-01
2719,Dionigi,FLAIANO,TRNSVR07H62F881I,1951-02-28,Sicilia,Siracusa,2022-11-14
2720,Sandra,Maccanelli,PDRNTL06L23A784C,1946-01-13,Sicilia,Messina,2026-03-01
2721,Lisa,Filippini,PDVPSL39M64G171M,1968-03-13,Sardegna,Oristano,2021-12-31
2722,Caterina,Valguarnera,PRNLFA96S51F544J,1984-06-16,Lazio,Latina,2024-05-25
2723,Pomponio,RUFFINI,ZLOSVD24S58C566B,1954-08-10,Puglia,Bari,2016-12-22
2724,Adamo,Ruggieri,FNTLVI15A27F842X,1972-09-25,Molise,Campobasso,2026-01-11
2725,Atenulf,Cimini,BRNRST51C41B033Q,1989-01-24,Sardegna,Cagliari,2024-03-11
2726,Piero,Mimun,MTLRBT87P54M320M,1986-03-02,Valle d'Aosta,Aosta,2019-02-10
2727,Gustavo,Montalcini,TRSPSL41H65I170N,1976-07-01,Basilicata,Matera,2023-12-23
2728,Micheletto,Taccola,CLGFDL32M54C931R,1981-09-03,Valle d'Aosta,Courmayeur,2024-11-29
2729,Adelmo,Aldobrandi,PNENDD57H17I472C,1952-03-23,Friuli-Venezia Giulia,Udine,2018-07-31
2730,Paloma,Pozzecco,MDRTRS07H03E462A,1990-10-12,Piemonte,Torino,2021-10-20
2731,Orazio,Niscoromni,MDNCRN19C69C730Y,1973-02-06,Lombardia,Bergamo,2021-02-05
2732,Sophia,Marazzi,BMBBLD75R56M091O,1994-02-19,Emilia-Romagna,Rimini,2018-06-02
2733,Laureano,Agostini,FNTRKE67L30F740Q,1999-03-30,Lazio,Viterbo,2022-12-28
2734,Pompeo,Antonacci,MRSMRT05T03E883V,2004-03-16,Piemonte,Cuneo,2021-03-14
2735,Alessandro,Govoni,FRRNTN79E66M127J,1989-03-27,Lombardia,Pavia,2019-05-22
2736,Graziano,Cossiga,TSCSMT52A06A458A,1965-12-13,Veneto,Treviso,2021-11-17
2737,Nedda,Monte,VLTRSL94P08A305M,1950-10-24,Toscana,Pisa,2026-08-04
2738,Concetta,Lettiere,FRSGMM85R01G263E,1968-04-18,Sardegna,Sassari,2015-05-30
2739,Marta,Rismondo,SLVRBT62R29F251C,1959-06-12,Piemonte,Torino,2023-04-28
2740,Durante,Lattuada,CRRGRN14D52E185Z,1967-03-05,Puglia,Lecce,2015-08-29
2741,Cristina,Jovinelli,MNCGRL05M07D818O,1945-05-18,Molise,Isernia,2020-05-17
2742,Marcella,Papafava,MNNTRT01R51F373I,1949-09-29,Basilicata,Matera,2016-04-23
2743,Eugenia,Garobbio,NTNMRN74S65F900P,1994-05-31,Valle d'Aosta,Courmayeur,2016-02-10
2744,Antonino,Cimarosa,BBAFBZ91R49C879G,1987-08-08,Piemonte,Alessandria,2017-08-14
2745,Enrico,Battisti,BLZLRA67R25B506X,2003-07-08,Valle d'Aosta,Courmayeur,2024-04-22
2746,Mariano,Treccani,NTNRGR24E45A412C,1976-10-30,Molise,Campobasso,2016-02-22
2747,Gianluigi,Caffarelli,SVRSBN36P54E962I,1992-01-01,Veneto,Treviso,2022-05-16
2748,Milo,Ossola,MSCNTN65L24C850N,1975-07-27,Valle d'Aosta,Courmayeur,2020-01-05
2749,Giuseppina,TRESOLDI,FNTDLS64P25H787V,1995-01-27,Toscana,Pisa,2024-12-13
2750,Domenico,Micca,TSOGDU13R54B696L,1965-05-04,Toscana,Firenze,2025-06-30
2751,Gioele,Galtarossa,RCCMLA94S12H775O,2000-03-23,Umbria,Perugia,2025-07-17
2752,Allegra,Paolini,DLLRMO53M50M027N,2001-11-09,Abruzzo,Chieti,2023-08-14
2753,Ugo,Foscari,RFFLVR89A13E337C,1965-05-04,Trentino-Alto Adige,Bolzano,2015-11-27
2754,Fiorenzo,Fuseli,PGNBTC67B15F816S,1961-05-02,Calabria,Reggio Calabria,2021-06-07
2755,Temistocle,Conte,CMNRZO46H59D373R,1986-10-07,Liguria,La Spezia,2026-03-24
2756,Pierluigi,Vespucci,PGLDRA30C15H796U,1957-02-09,Basilicata,Potenza,2019-10-14
2757,Emilio,Galtarossa,CSLRBT79P59A271A,1997-06-28,Puglia,Foggia,2015-11-08
2758,Enzo,Donini,SRETTN73A02H615Q,1985-11-25,Liguria,La Spezia,2020-10-27
2759,Paoletta,Renzi,LTTRCT07S69F935L,1950-12-13,Emilia-Romagna,Parma,2024-10-19
2760,Hugo,Schiaparelli,MNTGLN09S66E805R,1957-09-29,Sardegna,Sassari,2017-01-02
2761,PIERPAOLO,Tamburello,MZZGSR75P43I819E,1979-11-05,Calabria,Reggio Calabria,2016-08-18
2762,Tina,Verdi,SMLGNE59P03D805V,1991-11-23,Liguria,Savona,2020-10-14
2763,Berenice,Boccioni,TFRRTR71R50D977Z,1955-02-04,Abruzzo,Chieti,2019-12-25
2764,Tullio,Pennetta,PRLPLM26P09F920P,1947-02-12,Toscana,Pisa,2015-03-25
2765,Ubaldo,Ruberto,FLRVNC02C71A177K,1946-05-22,Puglia,Bari,2022-02-04
2766,Giulietta,Soderini,BTTNZE30R53H333U,1987-09-24,Sicilia,Siracusa,2023-03-07
2767,Corrado,Esposito,BBBSRN42T03F886P,1966-12-27,Abruzzo,L'Aquila,2020-03-08
2768,Tina,Vergerio,CSTPRN82P17G882X,1953-05-21,Veneto,Verona,2015-01-26
2769,Osvaldo,Caironi,VGDSNO62A30E327X,1982-09-26,Veneto,Treviso,2020-10-27
2770,Osvaldo,Barese,BLLMRN75C08F186S,1955-12-21,Puglia,Foggia,2022-03-06
2771,Melina,Comencini,PDRPLA77D08C934O,1957-04-11,Campania,Napoli,2016-09-17
2772,Isa,Tornatore,MRNRDF05D63D420V,1998-02-19,Valle d'Aosta,Aosta,2023-05-07
2773,Antonello,Puglisi,MNDRMO65R54L290Z,1978-10-08,Liguria,Genova,2016-01-09
2774,Ugolino,Gatto,MRTLRA88M01I622N,1946-09-11,Veneto,Treviso,2018-06-11
2775,Sergius,Roth,CLVDNL84D04D492V,1970-02-20,Basilicata,Matera,2024-06-25
2776,Marcello,Morpurgo,MRSMRH86A12B374A,1947-06-15,Valle d'Aosta,Aosta,2025-05-01
2777,Evangelista,Cabrini,GRBGUO35T67C992Y,2003-07-11,Liguria,La Spezia,2025-10-12
2778,Giuseppe,Bazzi,PCATRT68D44A778I,1964-06-04,Abruzzo,Pescara,2017-03-11
